"","Study","Authors","Year","Source","City_Region","Country","Climate","Number_Participants","Male","Female","Age","Occupation","Anthropometric_Data","Health_Status","Clothing_Insulation","Clothing_Insulation2","Measure","Measure_Type","Metric","SA","TSLow","TSHigh","TLow","THigh","PLow","PHigh","DifT","AvgT","DifTS","AvgTS","Lamb","Hancock","Complexity","Equation"
"167","19-Wa","Wang, Li, Menassa, Kamat",2019,"Building and Environment","Michigan","USA","Continental",15,NA,NA,NA,"Students","NO","YES",NA,0.55,"Forward digit span","Short-Term Memory","NOC","Accuracy",NA,NA,25.2,28.6,10.667,9.533,3.4,26.9,NA,NA,-3.12674052465272,"Cognitive","C","Absolute"
"168","19-Wa","Wang, Li, Menassa, Kamat",2019,"Building and Environment","Michigan","USA","Continental",15,NA,NA,NA,"Students","NO","YES",NA,0.55,"Visual search","Visual Searching","NOC","Accuracy",NA,NA,21.7,25.2,39.533,37.6,3.5,23.45,NA,NA,-1.39702454730406,"Perceptual","S","Absolute"
"169","19-Wa","Wang, Li, Menassa, Kamat",2019,"Building and Environment","Michigan","USA","Continental",15,NA,NA,NA,"Students","NO","YES",NA,0.55,"Visual search","Visual Searching","NOC","Accuracy",NA,NA,25.2,28.6,37.6,34.733,3.4,26.9,NA,NA,-2.24264705882353,"Perceptual","S","Absolute"
"170","19-Hu","Hu, Maeda",2019,"Indoor Air","Fukuoka","Japan","Temperate",10,10,0,NA,"Students","YES","YES",NA,NA,"Bourdon","Visual Searching","NOC","Accuracy",NA,NA,16,26,122.8,123.1,10,21,NA,NA,0.0244299674267099,"Perceptual","S","Absolute"
"171","19-Hu","Hu, Maeda",2019,"Indoor Air","Fukuoka","Japan","Temperate",10,10,0,NA,"Students","YES","YES",NA,NA,"Bourdon","Visual Searching","NOC","Accuracy",NA,NA,16,26,121.3,121,10,21,NA,NA,-0.0247320692497937,"Perceptual","S","Absolute"
"172","19-Hu","Hu, Maeda",2019,"Indoor Air","Fukuoka","Japan","Temperate",10,10,0,NA,"Students","YES","YES",NA,NA,"Calculation","Mathematical Reasoning","NOC","Accuracy",NA,NA,16,26,0.956,0.958,10,21,NA,NA,0.0209205020920502,"Cognitive","C","Absolute"
"173","19-Hu","Hu, Maeda",2019,"Indoor Air","Fukuoka","Japan","Temperate",10,10,0,NA,"Students","YES","YES",NA,NA,"Calculation","Mathematical Reasoning","NOC","Accuracy",NA,NA,16,26,0.839,0.857,10,21,NA,NA,0.214541120381407,"Cognitive","C","Absolute"
"174","17-Zh","Zhang, Haddad, Nakisa, Rastgoo, Candido, Tjondronegoro, de Dear",2017,"Building and Environment","Sydney","Australia","Temperate",26,12,14,NA,"Office workers","NO","NO",NA,NA,"Digit span","Short-Term Memory","SC","Accuracy",NA,NA,22,25,7.16216216216216,7.43243243243243,3,23.5,NA,NA,1.25786163522013,"Cognitive","C","Absolute"
"175","17-Zh","Zhang, Haddad, Nakisa, Rastgoo, Candido, Tjondronegoro, de Dear",2017,"Building and Environment","Sydney","Australia","Temperate",26,12,14,NA,"Office workers","NO","NO",NA,NA,"Feature match","Visual Searching","SC","Accuracy",-0.5,0.6,22,25,128.378378378378,137.297297297297,3,23.5,1.1,0.05,2.31578947368424,"Perceptual","S","Absolute"
"176","17-Zh","Zhang, Haddad, Nakisa, Rastgoo, Candido, Tjondronegoro, de Dear",2017,"Building and Environment","Sydney","Australia","Temperate",26,12,14,NA,"Office workers","NO","NO",NA,NA,"Grammatical reasoning","Grammatical Reasoning","SC","Accuracy",-0.5,0.6,22,25,17.1052631578947,17.6973684210526,3,23.5,1.1,0.05,1.15384615384617,"Cognitive","C","Absolute"
"177","17-Zh","Zhang, Haddad, Nakisa, Rastgoo, Candido, Tjondronegoro, de Dear",2017,"Building and Environment","Sydney","Australia","Temperate",26,12,14,NA,"Office workers","NO","NO",NA,NA,"Spatial planning","Spatial Planning","SC","Accuracy",-0.5,0.6,22,25,23.5263157894737,27.5526315789474,3,23.5,1.1,0.05,5.7046979865772,"Cognitive","C","Absolute"
"178","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"Mental redirection","Spatial Memory","RE","Accuracy",NA,NA,27.1,35.5,97.2,96.8,8.4,31.3,NA,NA,-0.0476190476190483,"Cognitive","C","Relative"
"179","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"Grammatical reasoning","Grammatical Reasoning","RE","Accuracy",0.0666666666666667,2.26666666666667,27.1,35.5,94.1,91.8,8.4,31.3,2.2,1.16666666666667,-0.273809523809524,"Cognitive","C","Relative"
"180","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"Stroop","Inhibition","RE","Accuracy",0.0666666666666667,2.26666666666667,27.1,35.5,98.1,97.8,8.4,31.3,2.2,1.16666666666667,-0.0357142857142854,"Perceptual","S","Relative"
"181","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"Addition & subtraction","Mathematical Reasoning","RE","Accuracy",0.0666666666666667,2.26666666666667,27.1,35.5,98.9,97.3,8.4,31.3,2.2,1.16666666666667,-0.190476190476192,"Cognitive","C","Relative"
"182","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"Multiplication","Mathematical Reasoning","RE","Accuracy",0.0666666666666667,2.26666666666667,27.1,35.5,93.3,92.5,8.4,31.3,2.2,1.16666666666667,-0.0952380952380949,"Cognitive","C","Relative"
"183","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"Visual reaction time","Sustained Attention","RE","Accuracy",0.0666666666666667,2.26666666666667,27.1,35.5,97.9,97.6,8.4,31.3,2.2,1.16666666666667,-0.0357142857142871,"Psychomotor","S","Relative"
"184","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"Visual learning memory","Recognition Memory","RE","Accuracy",0.0666666666666667,2.26666666666667,27.1,35.5,89.3,89.2,8.4,31.3,2.2,1.16666666666667,-0.0119047619047612,"Perceptual","S","Relative"
"185","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"Digit span memory","Short-Term Memory","SP","Accuracy",0.0666666666666667,2.26666666666667,27.1,35.5,9.9,9.92,8.4,31.3,2.2,1.16666666666667,0.0240500240500235,"Cognitive","C","Absolute"
"186","17-Liu","Liu, Zhong, Wargocki",2017,"Building and Environment","Copenhagen","Denmark","Temperate",12,6,6,24.8,"Students","YES","YES",0.42,0.42,"d2 test","Visual Searching","RE","Accuracy",0.0666666666666667,2.26666666666667,27.1,35.5,97.1,97,8.4,31.3,2.2,1.16666666666667,-0.0119047619047612,"Perceptual","S","Relative"
"187","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Addition","Mathematical Reasoning","RE","Accuracy",-2.63,-1.485,16.2,17.9,92.6,91.8,1.7,17.05,1.145,-2.0575,-0.470588235294116,"Cognitive","C","Relative"
"188","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Addition","Mathematical Reasoning","RE","Accuracy",-1.485,-1.21,17.9,20,91.8,95.9,2.1,18.95,0.275,-1.3475,1.95238095238096,"Cognitive","C","Relative"
"189","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Addition","Mathematical Reasoning","RE","Accuracy",-1.21,-0.27,20,22.3,95.9,94.7,2.3,21.15,0.94,-0.74,-0.521739130434784,"Cognitive","C","Relative"
"190","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Addition","Mathematical Reasoning","RE","Accuracy",-0.27,0.075,22.3,24.1,94.7,93.8,1.8,23.2,0.345,-0.0975,-0.500000000000003,"Cognitive","C","Relative"
"191","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Addition","Mathematical Reasoning","RE","Accuracy",0.075,0.6,24.1,26.2,93.8,94.5,2.1,25.15,0.525,0.3375,0.333333333333335,"Cognitive","C","Relative"
"192","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Addition","Mathematical Reasoning","RE","Accuracy",0.6,1.445,26.2,27.7,94.5,93.3,1.5,26.95,0.845,1.0225,-0.800000000000002,"Cognitive","C","Relative"
"193","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Text memory & typing","Working Memory","RE","Accuracy",-2.63,-1.485,16.2,17.9,91.3,93,1.7,17.05,1.145,-2.0575,1,"Cognitive","C","Relative"
"194","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Text memory & typing","Working Memory","RE","Accuracy",-1.485,-1.21,17.9,20,93,93.1,2.1,18.95,0.275,-1.3475,0.0476190476190449,"Cognitive","C","Relative"
"195","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Text memory & typing","Working Memory","RE","Accuracy",-1.21,-0.27,20,22.3,93.1,94.9,2.3,21.15,0.94,-0.74,0.782608695652179,"Cognitive","C","Relative"
"196","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Text memory & typing","Working Memory","RE","Accuracy",-0.27,0.075,22.3,24.1,94.9,93.3,1.8,23.2,0.345,-0.0975,-0.888888888888893,"Cognitive","C","Relative"
"197","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Text memory & typing","Working Memory","RE","Accuracy",0.075,0.6,24.1,26.2,93.3,91.7,2.1,25.15,0.525,0.3375,-0.76190476190476,"Cognitive","C","Relative"
"198","17-Ge","Geng, Ji, Lin, Zhu",2017,"Building and Environment","Beijing","China","Continental",21,12,9,21.6714285714286,"NA","YES","NO",1.15,1.15,"Text memory & typing","Working Memory","RE","Accuracy",0.6,1.445,26.2,27.7,91.7,85.1,1.5,26.95,0.845,1.0225,-4.40000000000001,"Cognitive","C","Relative"
"199","15-Ma","Maula, Hongisto, Östman, Haapakangas, Koskela, Hyönä",2015,"Indoor Air","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Text typing","Simulated Work","NER","Accuracy",-0.1,1.9,23.5,29.5,60.5,57.2,6,26.5,2,0.9,0.909090909090908,"Cognitive","C","Absolute"
"200","15-Ma","Maula, Hongisto, Östman, Haapakangas, Koskela, Hyönä",2015,"Indoor Air","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Text typing","Simulated Work","NOC","Accuracy",-0.1,1.85,23.5,29.5,53.9,50.5,6,26.5,1.95,0.875,-1.05132962275819,"Cognitive","C","Absolute"
"201","15-Ma","Maula, Hongisto, Östman, Haapakangas, Koskela, Hyönä",2015,"Indoor Air","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Star counting","M. Reasoning + Inhibition","RE","Accuracy",-0.1,1.85,23.5,29.5,78,78.2,6,26.5,1.95,0.875,0.0333333333333338,"Cognitive","C","Relative"
"202","15-Ma","Maula, Hongisto, Östman, Haapakangas, Koskela, Hyönä",2015,"Indoor Air","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Vigilance","Sustained Attention","RE","Accuracy",-0.1,1.85,23.5,29.5,99.8,99.8,6,26.5,1.95,0.875,0,"Psychomotor","S","Relative"
"203","15-Ma","Maula, Hongisto, Östman, Haapakangas, Koskela, Hyönä",2015,"Indoor Air","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Operation span N-back","Working Memory","RE","Accuracy",-0.1,1.85,23.5,29.5,88.9,90,6,26.5,1.95,0.875,0.183333333333332,"Cognitive","C","Relative"
"204","15-Ma","Maula, Hongisto, Östman, Haapakangas, Koskela, Hyönä",2015,"Indoor Air","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Long-term memory","Verbal Comprehension","NOC","Accuracy",-0.1,1.85,23.5,29.5,6.1,5.8,6,26.5,1.95,0.875,-0.819672131147541,"Cognitive","C","Absolute"
"205","15-Ma","Maula, Hongisto, Östman, Haapakangas, Koskela, Hyönä",2015,"Indoor Air","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Long-term memory","Verbal Comprehension","RE","Accuracy",-0.1,1.85,23.5,29.5,93.3,92.6,6,26.5,1.95,0.875,-0.116666666666667,"Cognitive","C","Relative"
"206","15-Tr","Trezza, Apolinario, de Oliveira, Busse, Gonçalves, Saldiva, Jacob-Filho",2015,"AGE","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Pattern recognition memory","Recognition Memory","NOC","Accuracy",NA,NA,23.8,32.1,20.16,20.04,8.3,27.95,NA,NA,-0.0717154331612169,"Perceptual","S","Absolute"
"207","15-Tr","Trezza, Apolinario, de Oliveira, Busse, Gonçalves, Saldiva, Jacob-Filho",2015,"AGE","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Pair Associated Learning","Recognition Memory","SC","Accuracy",NA,NA,23.8,32.1,8.8,8.42,8.3,27.95,NA,NA,-0.520262869660461,"Perceptual","S","Absolute"
"208","15-Tr","Trezza, Apolinario, de Oliveira, Busse, Gonçalves, Saldiva, Jacob-Filho",2015,"AGE","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Pair Associated Learning","Recognition Memory","NOC","Accuracy",NA,NA,23.8,32.1,34.12,33.58,8.3,27.95,NA,NA,-0.190680659331346,"Perceptual","S","Absolute"
"209","15-Tr","Trezza, Apolinario, de Oliveira, Busse, Gonçalves, Saldiva, Jacob-Filho",2015,"AGE","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Spatial span","Spatial Reasoning","SP","Accuracy",NA,NA,23.8,32.1,5.38,5.25,8.3,27.95,NA,NA,-0.291127334617279,"Cognitive","C","Absolute"
"210","15-Tr","Trezza, Apolinario, de Oliveira, Busse, Gonçalves, Saldiva, Jacob-Filho",2015,"AGE","Turku","Finland","Continental",33,17,16,23,"Students","NO","NO",0.83,0.83,"Rapid visual processing","Sustained Attention","NOC","Accuracy",NA,NA,23.8,32.1,0.95,0.95,8.3,27.95,NA,NA,0,"Psychomotor","S","Absolute"
"211","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Memory typing","Working Memory","NOC","Accuracy",0.4,0.9,26,28,1871.66666666667,1874,2,27,0.5,0.65,0.0623330365092628,"Cognitive","C","Absolute"
"212","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Memory typing","Working Memory","NOC","Accuracy",0.4,1,28,30,1870,1859,2,29,0.6,0.7,-0.294117647058824,"Cognitive","C","Absolute"
"213","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Memory typing","Working Memory","NOC","Accuracy",0.25,0.8,28,30,1884,1879,2,29,0.55,0.525,-0.132696390658174,"Cognitive","C","Absolute"
"214","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Addition","Mathematical Reasoning","NOC","Accuracy",0.4,0.9,26,28,788,796,2,27,0.5,0.65,0.50761421319797,"Cognitive","C","Absolute"
"215","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Addition","Mathematical Reasoning","NOC","Accuracy",0.4,1,28,30,781,810,2,29,0.6,0.7,1.85659411011524,"Cognitive","C","Absolute"
"216","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Addition","Mathematical Reasoning","NOC","Accuracy",0.25,0.8,28,30,815,805,2,29,0.55,0.525,-0.613496932515337,"Cognitive","C","Absolute"
"217","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Pattern matching","Visual Searching","NOC","Accuracy",0.4,0.9,26,28,127,123,2,27,0.5,0.65,-1.5748031496063,"Perceptual","S","Absolute"
"218","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Pattern matching","Visual Searching","NOC","Accuracy",0.4,1,28,30,125,126,2,29,0.6,0.7,0.4,"Perceptual","S","Absolute"
"219","13-Cui2","Cui, Cao, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",18,12,6,22.9,"Students","YES","YES",0.7,0.7,"Pattern matching","Visual Searching","NOC","Accuracy",0.25,0.8,28,30,125,124,2,29,0.55,0.525,-0.4,"Perceptual","S","Absolute"
"220","13-Cui1","Cui, Cao, Park, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",36,18,18,22.3,"Students","NO","YES",0.7,0.7,"Memory typing","Working Memory","NOC","Accuracy",-0.8,-0.3,22.2,24,3366,3413,1.8,23.1,0.5,-0.55,0.77573116788803,"Cognitive","C","Absolute"
"221","13-Cui1","Cui, Cao, Park, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",36,18,18,22.3,"Students","NO","YES",0.7,0.7,"Memory typing","Working Memory","NOC","Accuracy",-0.3,0.3,24,26.3,3413,3549,2.3,25.15,0.6,0,1.73250614657512,"Cognitive","C","Absolute"
"222","13-Cui1","Cui, Cao, Park, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",36,18,18,22.3,"Students","NO","YES",0.7,0.7,"Memory typing","Working Memory","NOC","Accuracy",0.3,1.1,26.3,29.3,3549,3352,3,27.8,0.8,0.7,-1.85028646567108,"Cognitive","C","Absolute"
"223","13-Cui1","Cui, Cao, Park, Ouyang, Zhu",2013,"Building and Environment","Beijing","China","Continental",36,18,18,22.3,"Students","NO","YES",0.7,0.7,"Memory typing","Working Memory","NOC","Accuracy",1.1,2.3,29.3,32.1,3352,3269,2.8,30.7,1.2,1.7,-0.884333446982612,"Cognitive","C","Absolute"
"224","11-Lan","Lan, Wargocki, Lian",2011,"Energy and Buildings","NA","China","Continental",12,6,6,23,"NA","NO","YES",0.9,0.9,"Text typing","Simulated Work","RE","Accuracy",0.01,2.14,23.3,31.1,98.1,97.4,7.8,27.2,2.13,1.075,-0.0897435897435883,"Cognitive","C","Relative"
"225","11-Lan","Lan, Wargocki, Lian",2011,"Energy and Buildings","NA","China","Continental",12,6,6,23,"NA","NO","YES",0.9,0.9,"Addition","Mathematical Reasoning","RE","Accuracy",0.01,2.14,23.3,31.1,94.1,93.8,7.8,27.2,2.13,1.075,-0.0384615384615381,"Cognitive","C","Relative"
"226","11-Lan","Lan, Wargocki, Lian",2011,"Energy and Buildings","NA","China","Continental",12,6,6,23,"NA","NO","YES",0.9,0.9,"Redirection","Spatial Memory","RE","Accuracy",0.01,2.14,23.3,31.1,97.4,97.2,7.8,27.2,2.13,1.075,-0.025641025641026,"Cognitive","C","Relative"
"227","11-Lan","Lan, Wargocki, Lian",2011,"Energy and Buildings","NA","China","Continental",12,6,6,23,"NA","NO","YES",0.9,0.9,"Grammatical reasoning","Grammatical Reasoning","RE","Accuracy",0.01,2.14,23.3,31.1,87.8,85.5,7.8,27.2,2.13,1.075,-0.294871794871794,"Cognitive","C","Relative"
"228","11-Lan","Lan, Wargocki, Lian",2011,"Energy and Buildings","NA","China","Continental",12,6,6,23,"NA","NO","YES",0.9,0.9,"Stroop","Inhibition","RE","Accuracy",0.01,2.14,23.3,31.1,98.5,97.7,7.8,27.2,2.13,1.075,-0.102564102564102,"Perceptual","S","Relative"
"229","11-Lan","Lan, Wargocki, Lian",2011,"Energy and Buildings","NA","China","Continental",12,6,6,23,"NA","NO","YES",0.9,0.9,"Number calculation","Mathematical Reasoning","RE","Accuracy",0.01,2.14,23.3,31.1,0.97,0.96,7.8,27.2,2.13,1.075,-0.00128205128205128,"Cognitive","C","Relative"
"230","11-Lan","Lan, Wargocki, Lian",2011,"Energy and Buildings","NA","China","Continental",12,6,6,23,"NA","NO","YES",0.9,0.9,"Visual reaction time","Sustained Attention","RE","Accuracy",0.01,2.14,23.3,31.1,97.6,97.1,7.8,27.2,2.13,1.075,-0.0641025641025641,"Psychomotor","S","Relative"
"231","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Numerical reasoning","Mathematical Reasoning","REER","Accuracy",NA,NA,20.2,23.2,78.4,77.1,3,21.7,NA,NA,0.433333333333337,"Cognitive","C","Relative"
"232","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Numerical reasoning","Mathematical Reasoning","REER","Accuracy",NA,NA,23.2,26,77.1,77.9,2.8,24.6,NA,NA,-0.28571428571429,"Cognitive","C","Relative"
"233","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Alphabetical reasoning","Grammatical Reasoning","REER","Accuracy",NA,NA,20.2,23.2,97.7,98.4,3,21.7,NA,NA,-0.233333333333334,"Cognitive","C","Relative"
"234","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Alphabetical reasoning","Grammatical Reasoning","REER","Accuracy",NA,NA,23.2,26,98.4,98.1,2.8,24.6,NA,NA,0.107142857142861,"Cognitive","C","Relative"
"235","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Concentration endurance","Visual Searching","REER","Accuracy",NA,NA,20.2,23.2,98,97.6,3,21.7,NA,NA,0.133333333333335,"Perceptual","S","Relative"
"236","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Concentration endurance","Visual Searching","REER","Accuracy",NA,NA,23.2,26,97.6,97.6,2.8,24.6,NA,NA,0,"Perceptual","S","Relative"
"237","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Arousal","Visual Searching","REER","Accuracy",NA,NA,20.2,23.2,96.7,97.1,3,21.7,NA,NA,-0.133333333333331,"Perceptual","S","Relative"
"238","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Arousal","Visual Searching","REER","Accuracy",NA,NA,23.2,26,97.1,98.1,2.8,24.6,NA,NA,-0.357142857142857,"Perceptual","S","Relative"
"239","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Creative thinking","Creative Thinking","NOC","Accuracy",NA,NA,20.2,23.2,7.3,7.6,3,21.7,NA,NA,1.36986301369863,"Cognitive","C","Absolute"
"240","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Creative thinking","Creative Thinking","NOC","Accuracy",NA,NA,23.2,26,7.6,7.2,2.8,24.6,NA,NA,-1.8796992481203,"Cognitive","C","Absolute"
"241","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Addition","Mathematical Reasoning","REER","Accuracy",NA,NA,20.2,23.2,98.7,98.6,3,21.7,NA,NA,0.0333333333333362,"Cognitive","C","Relative"
"242","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Addition","Mathematical Reasoning","REER","Accuracy",NA,NA,23.2,26,98.6,98.7,2.8,24.6,NA,NA,-0.0357142857142888,"Cognitive","C","Relative"
"243","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Proofreading","Verbal Comprehension","REER","Accuracy",NA,NA,20.2,23.2,52,50,3,21.7,NA,NA,0.666666666666667,"Cognitive","C","Relative"
"244","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Proofreading","Verbal Comprehension","REER","Accuracy",NA,NA,23.2,26,50,50,2.8,24.6,NA,NA,0,"Cognitive","C","Relative"
"245","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Text typing","Simulated Work","REER","Accuracy",NA,NA,20.2,23.2,99.3,99.2,3,21.7,NA,NA,0.0333333333333314,"Cognitive","C","Relative"
"246","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Text typing","Simulated Work","REER","Accuracy",NA,NA,23.2,26,99.2,99.3,2.8,24.6,NA,NA,-0.0357142857142837,"Cognitive","C","Relative"
"247","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Text typing","Simulated Work","REER","Accuracy",NA,NA,20.2,23.2,99.3,99.2,3,21.7,NA,NA,0.0333333333333314,"Cognitive","C","Relative"
"248","10-Th","Tham, Willem",2010,"Building and Environment","Singapore","Singapore","Tropical",96,48,48,21.5,"Students","YES","YES",NA,NA,"Text typing","Simulated Work","REER","Accuracy",NA,NA,23.2,26,99.2,99.2,2.8,24.6,NA,NA,0,"Cognitive","C","Relative"
"249","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Letter search","Visual Searching","RE","Accuracy",NA,NA,19.5,25.4,97.48,98.73,5.9,22.45,NA,NA,0.211864406779661,"Perceptual","S","Relative"
"250","09-Lan","Lan, Lian, Pan, Ye",2009,"Building and Environment","NA","China","Continental",24,12,12,25,"Students","NO","NO",0.6,0.6,"Letter search","Visual Searching","RE","Accuracy",NA,NA,25.4,27.2,98.73,98.23,1.8,26.3,NA,NA,-0.277777777777778,"Perceptual","S","Relative"
